,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport 
317,5796,2013-10-23,2013,Budapest VIII. kerďż˝let,Jďż˝zsef,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",gyalogosok hibája,tilos jelzésen való áthaladás,47.4970944444444,19.0707388888889,0,1,0,2,POINT (651755.0736686123 239240.05605740758),gyalogos
318,5807,2013-10-24,2013,Budapest VIII. kerďż˝let,Kďż˝nyves Kďż˝lmďż˝n,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4786833333333,19.1008916666667,0,0,1,2,POINT (654028.2808789219 237194.2823026672),jármű-jármű
319,5810,2013-10-24,2013,Budapest VIII. kerďż˝let,Orczy,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4857277777778,19.0927166666667,0,1,0,1,POINT (653411.6856390128 237977.06736183408),gyalogos
320,5830,2013-10-26,2013,Budapest VIII. kerďż˝let,Hungďż˝ria,Ciprus,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4904277777778,19.1087555555556,0,0,1,2,POINT (654619.9799032396 238500.39669250627),jármű-jármű
321,5837,2013-10-27,2013,Budapest VIII. kerďż˝let,Kerepesi,Dďż˝zsa Gyďż˝rgy,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.49953888888889,19.0829416666667,0,0,1,2,POINT (652674.36286374 239512.15057812067),gyalogos
322,5843,2013-10-28,2013,Budapest VIII. kerďż˝let,Kďż˝nyves Kďż˝lmďż˝n,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4822777777778,19.1038361111111,0,0,1,3,POINT (654249.9222693369 237594.04671966904),gyalogos
323,5854,2013-10-29,2013,Budapest VIII. kerďż˝let,Kďż˝lvďż˝ria,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4893805555556,19.0869555555556,0,0,1,2,POINT (652977.3267369851 238382.93591971722),gyalogos
324,5878,2013-10-31,2013,Budapest VIII. kerďż˝let,Mďż˝zeum,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4923777777778,19.0611444444444,0,0,1,2,POINT (651032.2720881047 238715.51870252108),gyalogos
325,5892,2013-11-02,2013,Budapest VIII. kerďż˝let,Fiumei,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4969722222222,19.0821944444444,0,0,1,3,POINT (652618.1893259109 239226.77593916457),jármű-jármű
326,5894,2013-11-03,2013,Budapest VIII. kerďż˝let,Kerepesi,,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4995222222222,19.084975,0,0,1,2,POINT (652827.5565494112 239510.36700157638),jármű-jármű
327,5916,2013-11-04,2013,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,könnyű sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában",gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),gyalogos
328,5965,2013-11-09,2013,Budapest VIII. kerďż˝let,ďż˝llďż˝i,,könnyű sérüléses,Utasbalesetek,egyéb,"figyelmetlen, gondatlan vezetés",47.4892055555556,19.0624694444444,0,0,1,1,POINT (651132.1747474547 238362.8632859644),utasbaleset
329,5987,2013-11-11,2013,Budapest VIII. kerďż˝let,Alfďż˝ldi,Fiumei,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4954444444444,19.0843027777778,0,0,1,2,POINT (652777.1180385227 239056.9952221271),jármű-jármű
330,5999,2013-11-13,2013,Budapest VIII. kerďż˝let,Fiumei,,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.49475,19.0853027777778,0,0,1,2,POINT (652852.50087209 238979.82508546297),jármű-jármű
331,6001,2013-11-13,2013,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,Luther,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,elsőbbség meg nem adása,a megkülönböztetett jelzést használó gépjárműnek,47.4983888888889,19.0751916666667,0,0,1,2,POINT (652090.5157062282 239384.07108382095),egy jármű
332,6032,2013-11-16,2013,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),gyalogos
333,6063,2013-11-20,2013,Budapest VIII. kerďż˝let,Baross,Karďż˝csony Sďż˝ndor,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4893888888889,19.0781444444444,0,0,4,2,POINT (652313.3634972712 238383.57377972204),jármű-jármű
334,6109,2013-11-26,2013,Budapest VIII. kerďż˝let,Nagy Fuvaros,,súlyos sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.49408333333331,19.07735,0,1,0,2,POINT (652253.3058702117 238905.45716305517),gyalogos
335,6139,2013-11-29,2013,Budapest VIII. kerďż˝let,Diďż˝szegi Sďż˝muel,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4929638888889,19.0829166666667,0,0,1,1,POINT (652672.8005018771 238781.17200673022),gyalogos
336,6144,2013-11-29,2013,Budapest VIII. kerďż˝let,Baross,Jďż˝zsef,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4893888888889,19.0781444444444,0,0,1,2,POINT (652313.3634972712 238383.57377972204),jármű-jármű
337,6170,2013-12-02,2013,Budapest VIII. kerďż˝let,Tavaszmezďż˝,,könnyű sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4902055555556,19.0760027777778,0,0,1,2,POINT (652151.9459760684 238474.30795794973),gyalogos
338,6205,2013-12-06,2013,Budapest VIII. kerďż˝let,Jďż˝zsef,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tilos jelzésen való áthaladás,47.4967777777778,19.0703805555556,0,1,0,2,POINT (651728.08514586 239204.84293661595),gyalogos
339,6210,2013-12-06,2013,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,egyéb,47.4958138888889,19.0668138888889,0,0,1,2,POINT (651459.3808418268 239097.6134379924),jármű-jármű
340,6214,2013-12-06,2013,Budapest VIII. kerďż˝let,Baross,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tiltott helyen való áthaladás,47.4892166666667,19.0796388888889,0,1,0,2,POINT (652425.9852255011 238364.47063360974),gyalogos
341,6263,2013-12-12,2013,Budapest VIII. kerďż˝let,Nagyvďż˝rad,ďż˝llďż˝i,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4790277777778,19.0894527777778,0,0,1,2,POINT (653166.1073038979 237232.06185441016),jármű-jármű
342,6270,2013-12-13,2013,Budapest VIII. kerďż˝let,Mďż˝tyďż˝s,Dankďż˝,könnyű sérüléses,"Egyéb szembe haladó, kanyarodó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4918916666667,19.0790583333333,0,0,1,2,POINT (652382.1212398029 238661.8469265208),jármű-jármű
343,6276,2013-12-13,2013,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,Blaha Lujza,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),jármű-jármű
344,6279,2013-12-14,2013,Budapest VIII. kerďż˝let,Baross,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4995305555556,19.0815055555556,0,0,1,4,POINT (652566.1655898792 239511.17753890334),gyalogos
345,6294,2013-12-16,2013,Budapest VIII. kerďż˝let,Diďż˝szegi Sďż˝muel,Kďż˝ris,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4809777777778,19.0933972222222,0,1,1,1,POINT (653463.2753879168 237449.01571327724),gyalogos
346,6298,2013-12-16,2013,Budapest VIII. kerďż˝let,II. Jďż˝nos Pďż˝l Pďż˝pa,,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4965,19.0780333333333,0,0,1,2,POINT (652304.6927533724 239174.14997192752),gyalogos
347,6301,2013-12-17,2013,Budapest VIII. kerďż˝let,Hďż˝s,,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4962222222222,19.1070972222222,0,0,1,1,POINT (654494.536051742 239144.50038051629),gyalogos
348,6342,2013-12-20,2013,Budapest VIII. kerďż˝let,ďż˝llďż˝i,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",egyéb,megfelelő oldaltávolság hiánya,47.4822777777778,19.0800472222222,0,0,1,2,POINT (652457.0659632317 237593.0519951235),gyalogos
349,6389,2013-12-23,2013,Budapest VIII. kerďż˝let,Fiumei,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4908333333333,19.089775,0,0,1,1,POINT (653189.7013472904 238544.55682732133),egy jármű
350,6393,2013-12-24,2013,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,könnyű sérüléses,ütközés JOBBRÓL BALRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4986833333333,19.0762888888889,0,0,1,2,POINT (652173.1714244054 239416.8347915294),jármű-jármű
351,6409,2013-12-27,2013,Budapest VIII. kerďż˝let,Nďż˝pszďż˝nhďż˝z,,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4940583333333,19.0799472222222,0,0,2,2,POINT (652449.0037713974 238902.75307475586),gyalogos
352,6428,2013-12-31,2013,Budapest VIII. kerďż˝let,Berzsenyi,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4992527777778,19.0786388888889,0,0,2,1,POINT (652350.2006624498 239480.2084474183),gyalogos
353,6438,2014-01-02,2014,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,súlyos sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4950694444444,19.0632138888889,0,1,0,2,POINT (651188.1506055123 239014.79255872112),jármű-jármű
354,6463,2014-01-08,2014,Budapest VIII. kerďż˝let,Kerepesi,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4995222222222,19.0918444444444,0,0,1,4,POINT (653345.1056741044 239510.63076190266),jármű-jármű
355,6464,2014-01-08,2014,Budapest VIII. kerďż˝let,Jďż˝zsef,ďż˝llďż˝i,könnyű sérüléses,Utasbalesetek,egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4858611111111,19.0699694444444,0,0,1,2,POINT (651697.4422922654 237991.17205233697),utasbaleset
356,6469,2014-01-09,2014,Budapest VIII. kerďż˝let,Nďż˝pszďż˝nhďż˝z,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",egyéb,"figyelmetlen, gondatlan vezetés",47.4952027777778,19.0750444444444,0,0,1,2,POINT (652079.5435829106 239029.85031938442),gyalogos
357,6492,2014-01-11,2014,Budapest VIII. kerďż˝let,Bďż˝rkocsis,Aurďż˝ra,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935805555556,19.0710472222222,0,0,1,2,POINT (651778.4171099035 238849.40503939544),jármű-jármű
358,6517,2014-01-15,2014,Budapest VIII. kerďż˝let,Orczy,Diďż˝szegi Sďż˝muel,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","a balra kanyarodó jármű vezetője nem  győződött meg meg a balra kanyarodás előtt, hogy előzését más jármű megkezdte-e",47.47948611111111,19.0903305555556,0,0,1,2,POINT (653232.2381113856 237283.05193695772),jármű-jármű
359,6524,2014-01-16,2014,Budapest VIII. kerďż˝let,Lujza,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,zavaró magatartás az úttesten való áthaladás közben,47.4897777777778,19.0872472222222,0,0,1,2,POINT (652999.2834821264 238427.1079774013),gyalogos
360,6549,2014-01-20,2014,Budapest VIII. kerďż˝let,Kďż˝nyves Kďż˝lmďż˝n,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4786833333333,19.1008916666667,0,0,1,3,POINT (654028.2808789219 237194.2823026672),gyalogos
361,6556,2014-01-21,2014,Budapest VIII. kerďż˝let,Dankďż˝,,könnyű sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4899277777778,19.0836805555556,0,0,1,2,POINT (652730.5111931971 238443.65740371007),gyalogos
362,6565,2014-01-22,2014,Budapest VIII. kerďż˝let,Nagy Fuvaros,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.49221666666669,19.0788222222222,0,0,1,1,POINT (652364.315905054 238697.97195283094),gyalogos
363,6575,2014-01-24,2014,Budapest VIII. kerďż˝let,Kďż˝lvďż˝ria,Karďż˝csony Sďż˝ndor,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba","a balra kanyarodó jármű vezetője nem  győződött meg meg a balra kanyarodás előtt, hogy előzését más jármű megkezdte-e",47.4892222222222,19.0863888888889,0,0,1,2,POINT (652934.6339835505 238365.31238233246),jármű-jármű
364,6610,2014-01-31,2014,Budapest VIII. kerďż˝let,ďż˝llďż˝i,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4754722222222,19.0988027777778,0,0,1,2,POINT (653871.0699182204 236837.1846640713),jármű-jármű
365,6652,2014-02-07,2014,Budapest VIII. kerďż˝let,Teleki Lďż˝szlďż˝,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4933138888889,19.0826138888889,0,0,2,1,POINT (652649.9692253224 238820.07335610286),gyalogos
366,6664,2014-02-07,2014,Budapest VIII. kerďż˝let,Nagyvďż˝rad,,könnyű sérüléses,Szilárd tárgynak ütközés az útpályán,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4786305555556,19.0906972222222,0,0,1,1,POINT (653259.9247629271 237187.95056224745),egy jármű
367,6700,2014-02-12,2014,Budapest VIII. kerďż˝let,Orczy,Baross,könnyű sérüléses,"Keresztirányból érkező, azonos irányba továbbhaladó  járművek ütközése, az egyik jármű JOBBRA  kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4891388888889,19.091525,0,0,1,2,POINT (653321.6728080106 238356.24774695345),jármű-jármű
